rut_cliente;nombre_cliente;monto;banco_destino;cuenta_destino;referencia_banco
7063001-K;CAMILA CONTRERAS ROJAS;1865722.74;BANCO CHILE;163165414008;REF-2026-000805
10006872-9;CATALINA FLORES SEPULVEDA;822852.78;ITAU;225178681125;REF-2026-000806
15623256-4;MATIAS ESPINOZA SEPULVEDA;1931237.55;BANCO FALABELLA;099742540483;REF-2026-000807
24553072-2;MARIA VALDES ARAYA;852663.16;SCOTIABANK;404994977126;REF-2026-000808
23417528-9;JUAN PEREZ FLORES;1726244.45;BANCO ESTADO;313936676630;REF-2026-000809
6046386-7;FELIPE FUENTES ESPINOZA;831840.80;BANCO FALABELLA;420668872268;REF-2026-000810
18624195-9;CONSTANZA FUENTES FLORES;447952.84;BANCO SANTANDER;153363412561;REF-2026-000811
11315844-1;TOMAS LOPEZ RODRIGUEZ;1766529.53;BANCO SANTANDER;739187778879;REF-2026-000812
9212730-3;FRANCISCA PEREZ GONZALEZ;1364770.02;BANCO SANTANDER;974760737300;REF-2026-000813
21330986-2;SEBASTIAN ROJAS GONZALEZ;292771.82;BANCO SECURITY;502910534304;REF-2026-000814
25281288-1;SEBASTIAN VALDES DIAZ;957934.65;BANCO SECURITY;901019201681;REF-2026-000815
20101030-6;CONSTANZA RODRIGUEZ SILVA;394632.54;BANCO CHILE;548943073538;REF-2026-000816
12944010-4;FERNANDA MARTINEZ FUENTES;1948146.69;BANCO FALABELLA;623932886998;REF-2026-000817
21215787-2;CRISTOBAL MUNOZ ESPINOZA;1014847.88;BANCO ESTADO;800474178113;REF-2026-000818
22663323-5;ANTONIA HERNANDEZ ARAYA;169069.66;BANCO ESTADO;517449335951;REF-2026-000819
7619994-9;TOMAS ESPINOZA SEPULVEDA;1290636.06;BANCO FALABELLA;857996442263;REF-2026-000820
5361830-8;NICOLAS HERNANDEZ ARAYA;1905135.60;BANCO FALABELLA;389355307061;REF-2026-000821
14885737-7;MATIAS DIAZ SOTO;1462627.76;SCOTIABANK;863115778912;REF-2026-000822
23914843-3;ANTONIA SOTO TORRES;1217449.21;BANCO CHILE;891311300761;REF-2026-000823
25948602-5;MARIA SEPULVEDA TORRES;178036.16;BANCO ESTADO;863650388713;REF-2026-000824
14323058-9;ANTONIA ROJAS VALDES;594240.35;SCOTIABANK;812809820393;REF-2026-000825
8742976-8;JORGE DIAZ ESPINOZA;1554726.19;ITAU;887351399407;REF-2026-000826
10885426-K;ANTONIA SILVA TORRES;384184.67;BANCO CHILE;654458100982;REF-2026-000827
10172425-5;NICOLAS FUENTES LOPEZ;504011.84;ITAU;704197811592;REF-2026-000828
10613094-9;VALENTINA ESPINOZA RODRIGUEZ;118929.82;SCOTIABANK;901892943621;REF-2026-000829
8892125-9;JUAN DIAZ HERNANDEZ;841228.60;SCOTIABANK;823384301451;REF-2026-000830
22868434-1;FELIPE LOPEZ LOPEZ;1000286.33;BANCO SANTANDER;956760971306;REF-2026-000831
19587263-5;MARIA SEPULVEDA HERNANDEZ;806120.86;BANCO FALABELLA;584951324405;REF-2026-000832
6376322-5;PEDRO FLORES RODRIGUEZ;1775498.55;SCOTIABANK;298791417486;REF-2026-000833
13961979-K;PEDRO MARTINEZ ESPINOZA;825308.59;BCI;742888227180;REF-2026-000834
24754309-0;VALENTINA ARAYA MORALES;1426277.88;BANCO SANTANDER;603640905116;REF-2026-000835
5354938-0;CAMILA PEREZ FUENTES;209889.67;BANCO ESTADO;493570469897;REF-2026-000836
16794933-9;FELIPE SEPULVEDA MARTINEZ;409917.04;BANCO CHILE;102444538631;REF-2026-000837
6908640-3;JORGE CONTRERAS VALDES;1343156.15;BANCO ESTADO;941968864463;REF-2026-000838
9358964-5;CONSTANZA ESPINOZA DIAZ;;BANCO ESTADO;205851272538;REF-2026-000839
13500536-3;MATIAS HERNANDEZ GONZALEZ;1344619.58;SCOTIABANK;472455807556;REF-2026-000840
15851641-1;ANTONIA DIAZ GONZALEZ;586513.99;BANCO CHILE;427845871514;REF-2026-000841
16162040-8;JUAN MARTINEZ MARTINEZ;378145.56;BANCO ESTADO;224031579876;REF-2026-000842
25478333-1;CONSTANZA DIAZ TORRES;232395.18;BANCO SECURITY;676247828337;REF-2026-000843
8565148-K;CATALINA MARTINEZ MUNOZ;78108.09;BANCO ESTADO;802317823233;REF-2026-000844
13408618-1;CATALINA PEREZ TORRES;317170.83;BANCO CHILE;043661453716;REF-2026-000845
18102462-3;ANTONIA ROJAS MORALES;1902120.50;BANCO CHILE;780602633725;REF-2026-000846
21464470-3;NICOLAS FUENTES LOPEZ;1775099.93;BANCO ESTADO;248132971054;REF-2026-000847
5110976-7;CONSTANZA TORRES MUNOZ;1194596.68;BANCO FALABELLA;749756422168;REF-2026-000848
15161224-5;CONSTANZA SOTO GONZALEZ;771205.68;BANCO FALABELLA;924763527901;REF-2026-000849
20422937-6;MATIAS CONTRERAS DIAZ;1167819.05;BANCO SECURITY;209996261509;REF-2026-000850
15028424-4;CONSTANZA MUNOZ RODRIGUEZ;1025271.10;ITAU;210316623535;REF-2026-000851
9695706-8;JUAN CONTRERAS PEREZ;1514402.75;BCI;428303000112;REF-2026-000852
7113681-7;TOMAS SEPULVEDA TORRES;1124753.57;BANCO CHILE;370526284569;REF-2026-000853
6880875-8;JAVIERA SOTO LOPEZ;252856.27;ITAU;748066997119;REF-2026-000854
23004012-5;FRANCISCA ESPINOZA SILVA;1944479.09;BANCO CHILE;158777598125;REF-2026-000855
21404584-2;MARIA TORRES VALDES;101053.31;BANCO SANTANDER;190040259118;REF-2026-000856
6676312-9;MATIAS MUNOZ HERNANDEZ;1286833.21;BANCO ESTADO;902160589879;REF-2026-000857
8567883-3;PEDRO TORRES VALDES;1680991.78;BCI;881739351543;REF-2026-000858
11799508-9;SEBASTIAN MORALES LOPEZ;684969.15;BANCO SANTANDER;921504219383;REF-2026-000859
12154873-9;JUAN ESPINOZA DIAZ;708602.08;BANCO ESTADO;156795185687;REF-2026-000860
18930267-3;DIEGO RODRIGUEZ FLORES;351042.56;BCI;640630905925;REF-2026-000861
6365628-3;FRANCISCA MUNOZ VALDES;793803.99;BANCO SANTANDER;967434773312;REF-2026-000862
21339917-9;CAMILA PEREZ PEREZ;381256.11;SCOTIABANK;762996872304;REF-2026-000863
20972328-K;FRANCISCA CONTRERAS ROJAS;1346811.34;ITAU;264762666132;REF-2026-000864
10856890-9;JORGE SOTO VALDES;382488.91;ITAU;688572815492;REF-2026-000865
15106587-2;CRISTOBAL FUENTES PEREZ;1174603.30;BCI;680015791780;REF-2026-000866
17143392-4;TOMAS ARAYA SILVA;978531.98;BCI;058021818007;REF-2026-000867
11500130-2;PEDRO ROJAS TORRES;1048364.22;BANCO SANTANDER;057019754956;REF-2026-000868
17220291-8;MATIAS CONTRERAS FUENTES;532185.42;ITAU;112855196868;REF-2026-000869
6760150-5;TOMAS DIAZ DIAZ;1652296.03;ITAU;127765546215;REF-2026-000870
7377650-3;FELIPE HERNANDEZ ESPINOZA;1220848.41;BANCO SECURITY;822192384279;REF-2026-000871
15928173-6;FELIPE MUNOZ MORALES;482693.12;BCI;455140169032;REF-2026-000872
11709404-9;CONSTANZA SILVA GONZALEZ;992738.74;ITAU;976190961947;REF-2026-000873
19625204-5;FRANCISCA CONTRERAS VALDES;959185.22;BANCO SECURITY;148632994272;REF-2026-000874
20359212-4;VALENTINA RODRIGUEZ MARTINEZ;429066.42;BANCO SANTANDER;761347056632;REF-2026-000875
24081259-2;JUAN MARTINEZ ROJAS;238013.59;ITAU;187479851398;REF-2026-000876
16528497-6;FELIPE SEPULVEDA VALDES;333808.81;BANCO SANTANDER;939676937904;REF-2026-000877
12707530-1;CAMILA FUENTES ARAYA;1030954.27;ITAU;511400981422;REF-2026-000878
14367420-7;MARIA FUENTES SILVA;524740.41;BANCO SECURITY;244006960520;REF-2026-000879
24856560-8;FRANCISCA ESPINOZA PEREZ;881131.05;BANCO CHILE;520653562802;REF-2026-000880
21918692-4;JUAN FUENTES ARAYA;831949.61;BANCO ESTADO;544109100172;REF-2026-000881
13070226-0;CAMILA FLORES PEREZ;1458661.93;BANCO SECURITY;241303136316;REF-2026-000882
9453075-K;CRISTOBAL SEPULVEDA SILVA;1363199.11;BANCO CHILE;737500059690;REF-2026-000883
15228619-8;DIEGO HERNANDEZ ESPINOZA;1572173.74;BANCO CHILE;503409901633;REF-2026-000884
20561224-6;FRANCISCA LOPEZ DIAZ;1661453.47;ITAU;699807938281;REF-2026-000885
5045756-7;CAMILA LOPEZ MORALES;1118420.04;SCOTIABANK;827462957067;REF-2026-000886
14052629-0;JORGE FLORES ESPINOZA;1671142.26;BANCO ESTADO;970032476421;REF-2026-000887
16264044-5;JUAN ARAYA RODRIGUEZ;1867224.06;BANCO ESTADO;402076737704;REF-2026-000888
20614651-6;JORGE SOTO RODRIGUEZ;773465.22;BANCO ESTADO;780797518741;REF-2026-000889
11869014-1;FRANCISCA MORALES SILVA;1136694.14;ITAU;639886165523;REF-2026-000890
12039517-3;FELIPE MORALES RODRIGUEZ;1888102.34;BANCO SECURITY;058024905016;REF-2026-000891
7126316-9;CRISTOBAL RODRIGUEZ HERNANDEZ;1024691.64;BANCO ESTADO;780408418939;REF-2026-000892
22847752-4;TOMAS SEPULVEDA HERNANDEZ;1307229.47;BANCO ESTADO;981061515959;REF-2026-000893
20363706-3;CAMILA GONZALEZ LOPEZ;1888128.22;SCOTIABANK;117294603179;REF-2026-000894
10528636-8;ANTONIA MUNOZ ROJAS;1045876.19;BCI;025168967245;REF-2026-000895
14837134-2;SEBASTIAN FLORES ROJAS;998850.44;BANCO SECURITY;810360216056;REF-2026-000896
5720826-0;MATIAS CONTRERAS GONZALEZ;51214.29;BANCO FALABELLA;638423362322;REF-2026-000897
16502206-8;JAVIERA TORRES ESPINOZA;1401399.89;ITAU;333679607266;REF-2026-000898
24033807-6;FRANCISCA SEPULVEDA DIAZ;1660214.33;BCI;411101701463;REF-2026-000899
14668585-4;JUAN ROJAS RODRIGUEZ;601392.58;BANCO SANTANDER;783374635153;REF-2026-000900
22962247-1;MATIAS DIAZ DIAZ;-1765206.90;BANCO SANTANDER;259390621478;REF-2026-000901
8923094-2;JUAN MORALES ESPINOZA;270234.56;SCOTIABANK;204451192683;REF-2026-000902
11883871-8;TOMAS SOTO MORALES;726099.18;BANCO FALABELLA;595631475141;REF-2026-000903
10455870-4;TOMAS SEPULVEDA MUNOZ;1935289.03;BANCO SECURITY;550459757142;REF-2026-000904
9878273-7;CATALINA MORALES ROJAS;14005.94;BANCO FALABELLA;776874004889;REF-2026-000905
14917242-4;NICOLAS SEPULVEDA ESPINOZA;1403564.18;ITAU;758368882647;REF-2026-000906
8768686-8;NICOLAS SOTO ROJAS;1426886.70;BANCO ESTADO;028093006774;REF-2026-000907
18476463-6;JORGE SILVA HERNANDEZ;754508.11;BANCO FALABELLA;666956298559;REF-2026-000908
11548138-K;ISIDORA ARAYA SILVA;1643469.98;SCOTIABANK;023315428927;REF-2026-000909
7804799-2;TOMAS HERNANDEZ GONZALEZ;1078296.50;BCI;350998883664;REF-2026-000910
25239089-8;JORGE ARAYA SOTO;1910151.85;BANCO FALABELLA;161621288571;REF-2026-000911
19349233-9;CRISTOBAL LOPEZ RODRIGUEZ;30565.36;BANCO FALABELLA;337516507468;REF-2026-000912
19951050-9;TOMAS GONZALEZ CONTRERAS;1531419.56;BANCO SECURITY;489783107400;REF-2026-000913
14684950-4;DIEGO FUENTES FUENTES;297694.75;BANCO ESTADO;229250192711;REF-2026-000914
15174748-5;NICOLAS ARAYA MORALES;143654.75;BANCO SECURITY;005674849786;REF-2026-000915
18739219-5;ANTONIA FUENTES DIAZ;1170626.59;BANCO SANTANDER;203719267634;REF-2026-000916
17810059-9;MATIAS FLORES TORRES;93568.38;SCOTIABANK;617302468744;REF-2026-000917
20550863-5;FELIPE PEREZ PEREZ;328011.33;SCOTIABANK;705185772212;REF-2026-000918
20855850-1;PEDRO SEPULVEDA FUENTES;381170.62;BCI;129971178873;REF-2026-000919
14301860-1;NICOLAS GONZALEZ VALDES;1568564.46;ITAU;480170494208;REF-2026-000920
13654075-0;NICOLAS MUNOZ RODRIGUEZ;1079844.93;BANCO CHILE;288098291802;REF-2026-000921
10464246-2;ISIDORA SOTO ROJAS;675419.59;BANCO SANTANDER;178628618029;REF-2026-000922
6774637-6;ANTONIA RODRIGUEZ FUENTES;1339306.45;BANCO CHILE;320072502814;REF-2026-000923
7577875-9;FERNANDA CONTRERAS DIAZ;;BANCO ESTADO;828205386114;REF-2026-000924
10608150-6;TOMAS MORALES MORALES;1738971.87;SCOTIABANK;753785184203;REF-2026-000925
17164242-6;PEDRO FLORES ESPINOZA;742420.18;BANCO CHILE;568523876457;REF-2026-000926
14442813-7;CRISTOBAL TORRES FUENTES;718688.20;BANCO ESTADO;169439495773;REF-2026-000927
21890727-K;FELIPE CONTRERAS FLORES;1291452.88;BANCO ESTADO;505303662163;REF-2026-000928
7563569-9;PEDRO ROJAS PEREZ;1010622.44;SCOTIABANK;399105031418;REF-2026-000929
9664535-K;CATALINA VALDES ARAYA;1606363.43;BANCO SANTANDER;334761457102;REF-2026-000930
5965009-2;PEDRO SILVA ROJAS;1801871.88;BANCO SANTANDER;253063243203;REF-2026-000931
15315582-8;FRANCISCA CONTRERAS ROJAS;169846.54;BANCO ESTADO;018513739773;REF-2026-000932
21248897-6;SEBASTIAN SOTO CONTRERAS;231109.04;BANCO CHILE;131863712223;REF-2026-000933
13489689-2;JUAN GONZALEZ SEPULVEDA;1405030.01;BANCO ESTADO;137504243254;REF-2026-000934
25192787-1;VALENTINA ESPINOZA CONTRERAS;392515.85;BANCO FALABELLA;099909914760;REF-2026-000935
9884081-8;ANTONIA ESPINOZA RODRIGUEZ;743623.20;BCI;625938826551;REF-2026-000936
7293010-K;PEDRO ESPINOZA PEREZ;1114055.27;BCI;314379126807;REF-2026-000937
10763760-5;TOMAS PEREZ MUNOZ;1943255.27;ITAU;767078125404;REF-2026-000938
24776330-9;DIEGO HERNANDEZ MUNOZ;384266.45;BANCO SECURITY;234749694594;REF-2026-000939
22255400-4;FELIPE FUENTES MUNOZ;1601791.40;BANCO ESTADO;123260116832;REF-2026-000940
22439163-3;FRANCISCA TORRES RODRIGUEZ;1482927.36;BANCO CHILE;357835537800;REF-2026-000941
21566252-7;PEDRO LOPEZ SEPULVEDA;963284.76;SCOTIABANK;489943759260;REF-2026-000942
12579054-2;TOMAS FUENTES SEPULVEDA;1798831.54;BCI;077694259266;REF-2026-000943
20961064-7;CRISTOBAL DIAZ PEREZ;1418813.62;BANCO ESTADO;483738732300;REF-2026-000944
22537639-5;CAMILA MUNOZ ROJAS;832979.51;BANCO ESTADO;070444137436;REF-2026-000945
17204082-9;VALENTINA MORALES CONTRERAS;1252723.51;BANCO ESTADO;921123168818;REF-2026-000946
19250708-1;NICOLAS MARTINEZ ESPINOZA;1249974.34;BANCO SECURITY;522220469114;REF-2026-000947
25238873-7;CONSTANZA TORRES ARAYA;589876.18;ITAU;134608000145;REF-2026-000948
13411755-9;NICOLAS TORRES SILVA;1322789.17;BANCO CHILE;808881644941;REF-2026-000949
6773432-7;CAMILA TORRES PEREZ;380590.48;BANCO FALABELLA;332368480731;REF-2026-000950
25869741-3;JORGE MUNOZ GONZALEZ;1391386.96;ITAU;515505863718;REF-2026-000951
11775705-6;MATIAS TORRES TORRES;1063631.33;BANCO FALABELLA;949369502093;REF-2026-000952
23137143-5;TOMAS PEREZ SOTO;907627.15;BANCO SECURITY;346530615119;REF-2026-000953
17627759-9;CATALINA HERNANDEZ SOTO;73911.22;SCOTIABANK;777893871812;REF-2026-000954
10507766-1;NICOLAS FUENTES ROJAS;660275.91;BANCO SECURITY;840612225671;REF-2026-000955
8670250-9;ISIDORA TORRES FLORES;1442333.69;ITAU;617224345759;REF-2026-000956
10244925-8;FERNANDA SOTO LOPEZ;557370.63;BANCO SECURITY;746679077951;REF-2026-000957
16836787-2;MATIAS MORALES SOTO;64028.75;BANCO CHILE;920673607823;REF-2026-000958
17294682-8;CRISTOBAL ESPINOZA PEREZ;1609728.80;BANCO FALABELLA;105713765320;REF-2026-000959
19366269-2;CRISTOBAL RODRIGUEZ FUENTES;741665.07;BCI;259761531493;REF-2026-000960
15472322-6;ISIDORA GONZALEZ GONZALEZ;1827299.39;BANCO ESTADO;187133550028;REF-2026-000961
5661424-9;TOMAS MORALES SOTO;971597.84;BANCO SECURITY;566080469383;REF-2026-000962
19132208-8;ANTONIA PEREZ TORRES;1238102.02;BANCO FALABELLA;629687595832;REF-2026-000963
18096321-9;JAVIERA ESPINOZA MUNOZ;1700183.62;BANCO ESTADO;742701613051;REF-2026-000964
11909136-5;JAVIERA TORRES ARAYA;1706749.97;BANCO FALABELLA;676025523930;REF-2026-000965
15050253-5;CRISTOBAL FUENTES CONTRERAS;1047183.81;BANCO ESTADO;936617309923;REF-2026-000966
22979606-2;VALENTINA SEPULVEDA MARTINEZ;104680.38;BANCO SECURITY;249268879535;REF-2026-000967
25957168-5;CAMILA ESPINOZA MUNOZ;1246230.43;SCOTIABANK;624059179403;REF-2026-000968
22819539-1;NICOLAS FUENTES CONTRERAS;733375.09;SCOTIABANK;883635705960;REF-2026-000969
15063276-5;SEBASTIAN FLORES MORALES;424591.53;BANCO SECURITY;684978974117;REF-2026-000970
22292921-0;CATALINA FLORES DIAZ;1852374.02;BANCO SANTANDER;548938369690;REF-2026-000971
12145510-2;CATALINA MARTINEZ FLORES;1701456.78;BANCO SECURITY;623489521397;REF-2026-000972
7009295-6;FERNANDA CONTRERAS RODRIGUEZ;974904.18;BCI;821985028652;REF-2026-000973
15075579-4;SEBASTIAN FUENTES MORALES;1808940.08;BCI;455604966623;REF-2026-000974
13956844-3;MATIAS DIAZ MARTINEZ;1445439.76;BCI;264736186010;REF-2026-000975
8810393-9;FRANCISCA CONTRERAS PEREZ;520032.39;ITAU;617265024660;REF-2026-000976
19634192-7;SEBASTIAN SOTO CONTRERAS;339198.34;BANCO SANTANDER;284593004920;REF-2026-000977
14320481-2;TOMAS DIAZ SOTO;1520137.62;BANCO CHILE;946130433946;REF-2026-000978
7816208-2;JAVIERA VALDES SEPULVEDA;1823591.08;BANCO SECURITY;404283570300;REF-2026-000979
8030176-6;CONSTANZA ROJAS SILVA;239739.73;BANCO ESTADO;733386230971;REF-2026-000980
24475654-9;FERNANDA MARTINEZ TORRES;1860066.11;BCI;136720199128;REF-2026-000981
15516305-4;JAVIERA ESPINOZA LOPEZ;1694972.95;BCI;468874410278;REF-2026-000982
12315147-K;FRANCISCA MUNOZ DIAZ;454018.35;ITAU;281926833915;REF-2026-000983
24779698-3;JUAN TORRES FLORES;790813.89;BANCO ESTADO;599359768117;REF-2026-000984
19219741-4;NICOLAS SILVA MARTINEZ;1849305.18;BANCO FALABELLA;789020077163;REF-2026-000985
17339282-6;MATIAS PEREZ VALDES;78000.94;BANCO CHILE;738827289468;REF-2026-000986
13042186-5;ANTONIA FLORES LOPEZ;653583.81;BANCO FALABELLA;893937260466;REF-2026-000987
9095444-K;TOMAS SILVA HERNANDEZ;819682.01;BANCO SECURITY;284115339387;REF-2026-000988
15096131-9;CAMILA SILVA SEPULVEDA;446212.20;ITAU;351603990185;REF-2026-000989
18632790-K;JUAN MARTINEZ GONZALEZ;1731370.99;ITAU;810477173301;REF-2026-000990
16164304-1;SEBASTIAN MUNOZ DIAZ;N/A;SCOTIABANK;071894166931;REF-2026-000991
16806339-3;SEBASTIAN VALDES FLORES;1552248.41;ITAU;034050675721;REF-2026-000992
6748146-1;DIEGO HERNANDEZ ROJAS;11450.51;BCI;338705961041;REF-2026-000993
15526756-9;ISIDORA GONZALEZ MUNOZ;335977.31;BANCO SANTANDER;657472696334;REF-2026-000994
18767927-3;JAVIERA HERNANDEZ TORRES;1836874.94;BANCO SANTANDER;191098172590;REF-2026-000995
24898463-5;JAVIERA SEPULVEDA CONTRERAS;181997.53;BANCO FALABELLA;431277938012;REF-2026-000996
17660759-9;ISIDORA SILVA PEREZ;1993329.02;BCI;099384149191;REF-2026-000997
20516404-9;VALENTINA MARTINEZ DIAZ;109402.51;BANCO SECURITY;287046508685;REF-2026-000998
10008039-7;CAMILA RODRIGUEZ DIAZ;1991513.72;BANCO ESTADO;787039638224;REF-2026-000999
22644185-9;SEBASTIAN HERNANDEZ TORRES;253538.28;BCI;898055187588;REF-2026-001000
